step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
372,TRANSFER,271567.46,C829836684,257963.56,0.0,C744139740,5375941.84,5647509.3,0,0
379,CASH_OUT,476935.15,C954977332,0.0,0.0,C840635445,1579069.49,2056004.64,0,0
259,CASH_IN,173004.07,C310659196,821520.83,994524.91,C610837826,3450801.76,3277797.69,0,0
329,CASH_OUT,173588.42,C328227354,10589.0,0.0,C85545294,1534038.0,1707626.42,0,0
131,CASH_OUT,347117.1,C407961653,0.0,0.0,C1150190295,2889106.74,3236223.85,0,0
420,TRANSFER,116489.77,C1178847797,116489.77,0.0,C63537571,0.0,0.0,1,0
306,PAYMENT,16231.15,C1201614976,0.0,0.0,M2088653041,0.0,0.0,0,0
229,TRANSFER,2536597.77,C1395120906,0.0,0.0,C1703452606,8941224.73,11477822.5,0,0
16,CASH_OUT,130433.33,C1860751418,0.0,0.0,C14990083,740877.11,871310.43,0,0
639,TRANSFER,246250.77,C187250365,246250.77,0.0,C1147976411,0.0,0.0,1,0
234,CASH_OUT,202472.96,C845823805,0.0,0.0,C1054029040,2428276.81,2630749.77,0,0
163,CASH_IN,96497.43,C1588569595,82278.0,178775.43,C394484201,12341737.9,12245240.47,0,0
208,CASH_OUT,288094.24,C147514995,0.0,0.0,C134086239,336211.28,624305.53,0,0
36,CASH_OUT,445896.75,C424487529,0.0,0.0,C1717185478,446471.76,892368.51,0,0
321,PAYMENT,135.83,C232212710,206911.0,206775.17,M1701351868,0.0,0.0,0,0
426,CASH_IN,323713.43,C101130104,3459270.24,3782983.68,C1324646679,2698298.54,2374585.11,0,0
133,CASH_OUT,247918.85,C462856401,0.0,0.0,C694737898,3796487.0,4297177.13,0,0
203,CASH_OUT,275913.61,C3043818,15475.0,0.0,C1730460314,3823335.66,4099249.27,0,0
19,CASH_IN,124142.92,C355402503,10652.0,134794.92,C767985950,287924.47,30787.25,0,0
184,CASH_IN,104198.02,C211991447,82534.0,186732.02,C958524908,297089.81,192891.79,0,0
224,TRANSFER,8111.09,C936282249,8111.09,0.0,C1272971238,0.0,0.0,1,0
283,CASH_OUT,123071.74,C994538385,99586.0,0.0,C1074780698,192828.88,315900.61,0,0
139,CASH_OUT,452899.16,C1845008477,0.0,0.0,C1903473386,4720508.81,5173407.97,0,0
106,CASH_OUT,71277.45,C1811434259,71277.45,0.0,C1313595384,2698147.17,2769424.62,1,0
403,CASH_OUT,196254.03,C2032582234,196254.03,0.0,C677415412,0.0,196254.03,1,0
186,PAYMENT,9583.65,C490078402,99377.08,89793.43,M747255177,0.0,0.0,0,0
310,PAYMENT,8688.07,C1731847585,21869.0,13180.93,M856652181,0.0,0.0,0,0
394,CASH_IN,58288.02,C1463766696,203579.0,261867.02,C833874337,1109555.07,1051267.06,0,0
42,PAYMENT,1085.48,C684469633,1087.0,1.52,M739104794,0.0,0.0,0,0
46,CASH_OUT,82971.91,C522399382,82971.91,0.0,C509018542,39316.96,122288.87,1,0
588,CASH_IN,103157.16,C1624022406,3748612.13,3851769.29,C143593961,1658475.71,1555318.55,0,0
253,CASH_OUT,177915.2,C1724568756,61711.0,0.0,C1625091531,109382.36,287297.56,0,0
279,CASH_IN,124155.48,C147978402,21334.0,145489.48,C1201046966,268885.36,144729.88,0,0
17,PAYMENT,14745.07,C1953597200,0.0,0.0,M176491871,0.0,0.0,0,0
184,CASH_IN,394130.04,C903544340,1074.0,395204.04,C1666367978,224639.43,0.0,0,0
727,TRANSFER,124582.58,C651444933,124582.58,0.0,C1161818914,0.0,0.0,1,0
547,CASH_OUT,400276.72,C656389518,400276.72,0.0,C1406926749,244756.45,645033.17,1,0
347,CASH_IN,98630.1,C849397696,5909496.2,6008126.3,C1891117386,5085887.89,4987257.79,0,0
20,CASH_OUT,103709.98,C1299285849,0.0,0.0,C866175996,113105.71,216815.69,0,0
164,PAYMENT,1203.4,C1692620540,24627.0,23423.6,M739058134,0.0,0.0,0,0
353,CASH_OUT,63521.76,C466667727,50.0,0.0,C1412724515,3130460.57,3193982.32,0,0
305,CASH_OUT,264205.07,C552739059,13310.0,0.0,C1566210971,19546.0,283751.07,0,0
577,TRANSFER,141730.2,C1677850525,141730.2,0.0,C607738036,0.0,0.0,1,0
381,CASH_OUT,150089.29,C630860591,0.0,0.0,C807396110,496622.0,646711.29,0,0
44,PAYMENT,12169.09,C1017826666,46185.27,34016.19,M761001828,0.0,0.0,0,0
300,PAYMENT,23730.54,C377504407,9618.0,0.0,M1384392490,0.0,0.0,0,0
231,TRANSFER,273821.76,C121294173,273821.76,0.0,C815544341,0.0,0.0,1,0
142,PAYMENT,6782.02,C99926740,73686.0,66903.98,M1916726032,0.0,0.0,0,0
143,TRANSFER,3222396.0,C6950250,3222396.0,0.0,C525235814,0.0,0.0,1,0
355,CASH_OUT,90652.89,C1710402899,0.0,0.0,C260277833,71746175.13,71836828.02,0,0
322,CASH_OUT,2533650.09,C4863930,2533650.09,0.0,C581627997,440696.98,2974347.07,1,0
260,CASH_IN,194194.29,C1650022483,4696194.38,4890388.67,C213245334,210131.53,15937.24,0,0
14,CASH_OUT,74935.12,C1426963132,405313.8,330378.68,C1134206983,0.0,74935.12,0,0
346,CASH_OUT,143096.99,C1075790891,170.0,0.0,C25920750,0.0,143096.99,0,0
369,PAYMENT,16510.23,C463074823,0.0,0.0,M1683453458,0.0,0.0,0,0
420,CASH_IN,272517.31,C1844038170,7090369.98,7362887.28,C1828559417,442560.8,170043.49,0,0
380,CASH_OUT,135129.05,C1916045200,193504.0,58374.95,C1141940612,327564.25,462693.3,0,0
280,DEBIT,2009.54,C610084971,21312.0,19302.46,C901650686,4335706.76,4337716.3,0,0
38,CASH_OUT,123354.37,C1340711718,31124.0,0.0,C921460852,0.0,123354.37,0,0
276,CASH_OUT,134720.12,C820250696,0.0,0.0,C757823754,2647043.18,2781763.3,0,0
160,CASH_IN,351957.53,C374578334,20834.0,372791.53,C1726301214,1388833.52,1036875.99,0,0
538,TRANSFER,740479.44,C340381072,383370.23,0.0,C533096209,1044057.85,1784537.29,0,0
348,PAYMENT,11778.32,C904208977,0.0,0.0,M1168420191,0.0,0.0,0,0
211,CASH_OUT,68515.87,C1199999528,100781.0,32265.13,C323839172,474336.31,542852.18,0,0
306,PAYMENT,14159.32,C1118028014,0.0,0.0,M23341723,0.0,0.0,0,0
376,TRANSFER,790775.86,C270092370,403365.0,0.0,C563840868,376367.26,1167143.12,0,0
38,PAYMENT,1685.83,C764747764,0.0,0.0,M1395675697,0.0,0.0,0,0
321,CASH_IN,340745.39,C1142847443,5391975.91,5732721.3,C438647281,1448143.47,1107398.08,0,0
607,CASH_OUT,56888.23,C385055273,56888.23,0.0,C1678539826,0.0,56888.23,1,0
372,PAYMENT,15620.21,C2113842131,232184.85,216564.64,M261947937,0.0,0.0,0,0
186,PAYMENT,3806.46,C1887033296,10316.83,6510.38,M928050452,0.0,0.0,0,0
557,TRANSFER,776303.43,C137450034,776303.43,0.0,C97544246,0.0,0.0,1,0
235,CASH_OUT,287709.42,C515186231,0.0,0.0,C611124224,676272.39,963981.81,0,0
311,CASH_OUT,204438.58,C58100113,0.0,0.0,C1865236497,360704.69,565143.27,0,0
457,TRANSFER,145482.09,C1089341002,145482.09,0.0,C1168895160,0.0,0.0,1,0
44,CASH_IN,203304.09,C107014684,20748.0,224052.09,C818267517,259916.78,0.0,0,0
36,CASH_IN,60150.33,C622276587,12492.0,72642.33,C945212786,499076.88,438926.55,0,0
355,PAYMENT,12253.76,C2024533311,76758.0,64504.24,M1920868557,0.0,0.0,0,0
416,PAYMENT,1648.42,C1658977327,0.0,0.0,M1293937184,0.0,0.0,0,0
285,CASH_OUT,179648.89,C1845243200,179648.89,0.0,C1343714931,110176.63,289825.52,1,0
322,PAYMENT,46924.26,C1258230405,444000.62,397076.36,M1160082224,0.0,0.0,0,0
366,TRANSFER,2701644.17,C1273953731,2701644.17,0.0,C1701713893,0.0,0.0,1,0
426,CASH_OUT,391677.51,C706080294,11101.0,0.0,C81654366,5278496.07,5670173.58,0,0
14,CASH_IN,57680.04,C523217788,322329.0,380009.04,C180720689,43.0,473340.48,0,0
40,TRANSFER,1087223.98,C838486930,10023.0,0.0,C1350285443,222930.42,1310154.4,0,0
280,CASH_OUT,26092.93,C854267139,179971.0,153878.07,C1315285998,54277.45,80370.38,0,0
401,CASH_OUT,318895.47,C857121046,49341.0,0.0,C487261786,855821.99,1174717.46,0,0
191,CASH_IN,265471.78,C665382476,1205802.98,1471274.76,C1417999444,339023.37,73551.59,0,0
137,CASH_OUT,343.81,C1950798711,0.0,0.0,C1999711339,190480.76,45593.14,0,0
163,CASH_OUT,229385.95,C613068030,0.0,0.0,C42901132,2073479.03,2302864.98,0,0
18,CASH_IN,75957.57,C1849730354,884455.7,960413.27,C2722858,784411.29,1391922.61,0,0
186,CASH_OUT,203638.75,C1486389418,0.0,0.0,C1308946844,2243730.01,2447368.76,0,0
374,CASH_OUT,70300.11,C1309572549,0.0,0.0,C346369661,569974.25,640274.36,0,0
258,CASH_OUT,132911.41,C979280636,19846.0,0.0,C1261127555,238036.52,370947.93,0,0
135,PAYMENT,11710.66,C1895955151,19313.35,7602.69,M922556617,0.0,0.0,0,0
43,CASH_OUT,37839.82,C1785049849,0.0,0.0,C244339046,1063515.87,1101355.69,0,0
281,CASH_IN,152823.32,C477921121,70724.0,223547.32,C1097787219,15728.81,0.0,0,0
192,CASH_IN,20121.16,C1183616506,2153106.22,2173227.38,C1249990719,3301677.86,3281556.7,0,0
205,CASH_OUT,846589.73,C152517143,846589.73,0.0,C1354035571,0.0,846589.73,1,0
239,PAYMENT,6736.93,C2056643708,127969.14,121232.21,M1574104785,0.0,0.0,0,0
227,CASH_OUT,187753.93,C726225040,0.0,0.0,C908588173,3064303.38,3252057.32,0,0
309,CASH_IN,66040.97,C931856377,9914438.93,9980479.89,C157568520,679407.29,613366.32,0,0
370,CASH_OUT,117118.0,C1295513936,0.0,0.0,C1926682191,694364.07,811482.07,0,0
230,CASH_OUT,57023.97,C871057744,20982.0,0.0,C944801956,1004178.35,1061202.32,0,0
163,CASH_OUT,134194.59,C663221524,134194.59,0.0,C1335637774,1656961.35,1791155.94,1,0
14,CASH_OUT,284995.48,C357710152,453.0,0.0,C1237794974,2275.0,287270.48,0,0
136,CASH_OUT,198895.88,C1706070847,0.0,0.0,C2021443195,2561473.01,2760368.89,0,0
569,CASH_OUT,176626.77,C2077002700,176626.77,0.0,C1412132938,3939114.73,4115741.5,1,0
378,CASH_OUT,231360.84,C498537372,201190.0,0.0,C2065578809,10832.87,242193.71,0,0
256,PAYMENT,8167.66,C1874889648,111022.0,102854.34,M1275445517,0.0,0.0,0,0
190,PAYMENT,5394.51,C952598059,130630.63,125236.12,M1477314667,0.0,0.0,0,0
187,CASH_OUT,221181.43,C526463549,0.0,0.0,C1626774027,3167857.96,3406655.53,0,0
252,CASH_OUT,141825.97,C41800226,0.0,0.0,C439728505,173724.62,196904.74,0,0
161,CASH_IN,157984.77,C1437019387,33034.0,191018.77,C610737782,217074.65,59089.88,0,0
16,CASH_OUT,248082.69,C1638160689,20807.0,0.0,C2036132277,10444142.77,10790624.39,0,0
303,CASH_OUT,126241.69,C853776779,0.0,0.0,C451413663,843537.15,969778.84,0,0
350,CASH_IN,55296.18,C1064588715,98777.0,154073.18,C1151751573,768108.79,712812.6,0,0
96,PAYMENT,2634.42,C538578874,21349.0,18714.58,M997185343,0.0,0.0,0,0
44,TRANSFER,534255.94,C967325382,534255.94,0.0,C1259079602,0.0,0.0,1,0
213,PAYMENT,29037.72,C1228510466,0.0,0.0,M669571303,0.0,0.0,0,0
13,CASH_OUT,263046.98,C376997298,0.0,0.0,C1379935176,1544172.31,2278215.48,0,0
42,CASH_IN,226500.42,C1484658748,125705.12,352205.55,C2143730333,1813389.73,1287791.7,0,0
206,PAYMENT,5228.63,C1442437858,0.0,0.0,M1101119541,0.0,0.0,0,0
14,CASH_IN,60067.85,C160590827,5599970.86,5660038.71,C606815938,6955826.19,6625483.15,0,0
374,CASH_IN,96267.84,C320188430,1037.0,97304.84,C1738494888,457827.0,361559.16,0,0
308,CASH_IN,34940.43,C1467940396,1604467.27,1639407.7,C1216780769,66879.14,31938.71,0,0
698,CASH_OUT,131842.85,C494904696,131842.85,0.0,C1742037913,3479.07,135321.92,1,0
597,PAYMENT,5499.94,C669167485,9872.0,4372.06,M75671145,0.0,0.0,0,0
396,PAYMENT,18935.21,C37480311,154286.0,135350.79,M1633542664,0.0,0.0,0,0
212,CASH_IN,88761.3,C1953793152,6527985.16,6616746.45,C208042501,132841.46,44080.16,0,0
305,CASH_OUT,195383.72,C1447544090,9981.0,0.0,C1889872564,36685.46,232069.18,0,0
405,CASH_OUT,973805.75,C1527835008,973805.75,0.0,C141042490,0.0,973805.75,1,0
204,DEBIT,11394.45,C1174738777,789847.52,778453.08,C1096882457,229828.58,241223.02,0,0
463,TRANSFER,279826.54,C1042499011,279826.54,0.0,C1660783549,0.0,0.0,1,0
418,TRANSFER,34498.05,C1185258850,34498.05,0.0,C1779051120,0.0,0.0,1,0
416,PAYMENT,17065.34,C205227797,0.0,0.0,M1559700913,0.0,0.0,0,0
403,CASH_IN,9538.25,C1753336589,8939489.49,8949027.74,C1401441525,33850.44,24312.19,0,0
183,CASH_OUT,331808.06,C729242568,0.0,0.0,C1034631876,2368497.67,2700305.73,0,0
695,PAYMENT,908.82,C793092812,11173.0,10264.18,M109004511,0.0,0.0,0,0
159,TRANSFER,13901.25,C711903095,100500.0,86598.75,C1042805845,108944.83,122846.08,0,0
355,PAYMENT,1175.46,C1780149567,0.0,0.0,M1405684923,0.0,0.0,0,0
311,CASH_OUT,227624.3,C2002908001,227624.3,0.0,C1885290668,0.0,227624.3,1,0
202,PAYMENT,3787.95,C1768254619,20745.0,16957.05,M404179051,0.0,0.0,0,0
17,CASH_OUT,120244.98,C392010043,0.0,0.0,C1303419586,281088.13,401333.12,0,0
526,PAYMENT,3619.17,C959002477,97587.0,93967.83,M1435401727,0.0,0.0,0,0
276,CASH_IN,141811.57,C1422969606,99604.0,241415.57,C1851149445,231101.8,89290.22,0,0
35,PAYMENT,27417.95,C1487782780,278018.94,250600.99,M1378411213,0.0,0.0,0,0
160,CASH_IN,242334.24,C1344966186,1387.0,243721.24,C1172802099,0.0,0.0,0,0
160,CASH_IN,95487.59,C2137100596,16588.0,112075.59,C1718035098,0.0,0.0,0,0
136,CASH_OUT,97123.54,C32644488,0.0,0.0,C1676492144,2402477.03,2499600.57,0,0
178,CASH_OUT,90207.61,C1487371085,0.0,0.0,C1207755828,559928.74,650136.34,0,0
380,PAYMENT,1132.03,C1684692373,94300.97,93168.94,M697695187,0.0,0.0,0,0
657,CASH_OUT,2429711.09,C765888387,2429711.09,0.0,C1289554700,50934.53,2480645.62,1,0
227,CASH_OUT,1162155.11,C2135061184,1162155.11,0.0,C576020247,2402312.87,3564467.98,1,0
332,PAYMENT,746.49,C1210375455,30175.0,29428.51,M23807185,0.0,0.0,0,0
273,PAYMENT,9349.65,C1474093665,44089.0,34739.35,M1533362291,0.0,0.0,0,0
189,PAYMENT,3981.72,C347554112,81438.0,77456.28,M1380490770,0.0,0.0,0,0
571,TRANSFER,458383.36,C709443377,24887.0,0.0,C2050449418,113129.97,571513.33,0,0
161,CASH_OUT,136336.67,C2060296138,12503.0,0.0,C233338494,2532228.89,2668565.55,0,0
299,CASH_IN,192428.78,C1678151480,24380.0,216808.78,C1939129774,164608.4,0.0,0,0
157,PAYMENT,17687.45,C1934232594,77460.29,59772.84,M369109420,0.0,0.0,0,0
350,CASH_OUT,560911.25,C596375411,16602.0,0.0,C290898253,201856.8,762768.05,0,0
22,PAYMENT,20715.47,C638484481,10991.0,0.0,M1446057921,0.0,0.0,0,0
232,CASH_IN,496432.6,C85703891,1283448.14,1779880.74,C2010838461,9828709.85,9332277.25,0,0
408,TRANSFER,313936.67,C809683747,313936.67,0.0,C1317216992,0.0,0.0,1,0
158,CASH_OUT,133048.13,C355173430,10840.0,0.0,C1093136245,733147.22,866195.35,0,0
22,CASH_OUT,78492.23,C937729503,0.0,0.0,C1399870996,164322.85,242815.08,0,0
185,CASH_OUT,176492.38,C180164259,0.0,0.0,C2107410367,29557195.81,29733688.18,0,0
207,PAYMENT,47627.95,C1096479395,0.0,0.0,M705868939,0.0,0.0,0,0
265,CASH_IN,425254.74,C887131216,10988096.08,11413350.82,C840752694,608116.1,182861.37,0,0
129,PAYMENT,17574.17,C525389499,50467.0,32892.83,M873642147,0.0,0.0,0,0
165,PAYMENT,17504.54,C1209128421,11666.0,0.0,M2020218423,0.0,0.0,0,0
302,PAYMENT,426.43,C1783998226,0.0,0.0,M761537457,0.0,0.0,0,0
164,CASH_IN,110127.29,C90742038,20589.0,130716.29,C1401492509,35476.7,0.0,0,0
187,PAYMENT,15208.01,C711492446,0.0,0.0,M1731582706,0.0,0.0,0,0
656,PAYMENT,1487.16,C1765030338,5807.98,4320.82,M32257842,0.0,0.0,0,0
347,PAYMENT,8328.75,C974393156,368204.4,359875.65,M1301273174,0.0,0.0,0,0
236,PAYMENT,10656.93,C463817038,281266.49,270609.55,M1115673593,0.0,0.0,0,0
402,TRANSFER,3221598.49,C672762325,0.0,0.0,C486724032,4130575.84,7352174.34,0,0
251,TRANSFER,732664.31,C995632479,0.0,0.0,C1036321489,1374655.1,2107319.41,0,0
281,CASH_IN,420182.99,C869274005,961344.34,1381527.33,C636698286,4715605.91,4295422.92,0,0
257,PAYMENT,8979.99,C577484774,0.0,0.0,M1201555088,0.0,0.0,0,0
348,CASH_IN,116145.07,C799119532,10147826.11,10263971.18,C771498227,679132.39,562987.32,0,0
39,CASH_OUT,103091.6,C135353354,0.0,0.0,C336286695,253067.53,356159.13,0,0
352,PAYMENT,8496.63,C376513538,0.0,0.0,M1158753478,0.0,0.0,0,0
155,CASH_OUT,133246.97,C1913705811,0.0,0.0,C1970707543,288141.15,421388.12,0,0
276,CASH_OUT,100668.69,C765411681,162787.0,62118.31,C1151505060,6466869.72,6567538.41,0,0
231,CASH_OUT,48247.22,C1153672916,0.0,0.0,C142288054,126344.92,174592.14,0,0
283,CASH_IN,272837.13,C886794662,129165.07,402002.21,C366782799,2310342.92,2037505.79,0,0
335,PAYMENT,1622.66,C1282120489,665.0,0.0,M1060891054,0.0,0.0,0,0
205,PAYMENT,8125.48,C1118331471,0.0,0.0,M1251326295,0.0,0.0,0,0
251,CASH_OUT,67230.09,C1640210611,0.0,0.0,C327309406,815425.34,882655.43,0,0
251,CASH_IN,180883.01,C427190961,5579486.96,5760369.98,C917614299,921719.55,740836.54,0,0
156,CASH_OUT,254281.44,C916308347,454003.0,199721.56,C516674928,104548.89,358830.33,0,0
225,CASH_OUT,212401.03,C857080026,3336.0,0.0,C771544242,24185.67,236586.69,0,0
610,TRANSFER,33964.87,C915330664,33964.87,0.0,C1672862058,0.0,0.0,1,0
304,CASH_IN,248.88,C1558533240,12009593.44,12009842.32,C694940293,1421983.88,1421735.0,0,0
329,CASH_OUT,43067.08,C1696185698,144215.0,101147.92,C1704521920,3433134.06,3476201.14,0,0
283,CASH_OUT,196345.1,C736514329,398406.0,202060.9,C2144935905,898804.48,1134092.89,0,0
44,CASH_OUT,39032.81,C394636020,277973.0,238940.19,C1019248687,0.0,39032.81,0,0
589,PAYMENT,4753.03,C207684617,0.0,0.0,M1807923859,0.0,0.0,0,0
617,PAYMENT,6193.84,C305712628,0.0,0.0,M1758745219,0.0,0.0,0,0
379,CASH_OUT,17216.14,C2031058034,17216.14,0.0,C413925568,30730.87,47947.01,1,0
463,TRANSFER,1968008.53,C1548769886,1968008.53,0.0,C1779956771,0.0,0.0,1,0
659,TRANSFER,50577.26,C1316214248,50577.26,0.0,C258297830,0.0,0.0,1,0
44,CASH_IN,457956.15,C644746906,8016526.25,8474482.41,C1215084319,7784838.65,7326882.5,0,0
284,PAYMENT,3662.57,C1063972321,21419.0,17756.43,M1256629453,0.0,0.0,0,0
33,CASH_OUT,174885.32,C106901022,0.0,0.0,C387569819,209733.44,384618.76,0,0
575,CASH_OUT,1489916.19,C1424077218,1489916.19,0.0,C684555437,3239862.61,4729778.79,1,0
185,TRANSFER,836411.44,C437770579,0.0,0.0,C1000790270,890840.78,1727252.22,0,0
270,TRANSFER,201511.93,C1046364344,201511.93,0.0,C1582493595,0.0,0.0,1,0
307,CASH_OUT,135001.79,C1671449840,0.0,0.0,C1615290450,298615.17,433616.96,0,0
282,CASH_OUT,186081.71,C2049093113,0.0,0.0,C1883528744,765970.48,952052.18,0,0
227,PAYMENT,5226.79,C331064764,6663.0,1436.21,M2126032251,0.0,0.0,0,0
306,PAYMENT,19532.65,C2113479285,0.0,0.0,M1995744278,0.0,0.0,0,0
373,PAYMENT,7007.69,C596292068,14706.36,7698.67,M1189011982,0.0,0.0,0,0
34,PAYMENT,8802.49,C392301936,59475.0,50672.51,M710628964,0.0,0.0,0,0
589,CASH_OUT,164296.85,C337181561,164296.85,0.0,C701761965,1371866.69,1536163.54,1,0
177,PAYMENT,9835.22,C151546393,819736.91,809901.69,M1684607627,0.0,0.0,0,0
398,CASH_OUT,92790.7,C18836676,0.0,0.0,C630425937,639690.45,732481.15,0,0
181,CASH_OUT,18048.04,C114291207,0.0,0.0,C1508054425,541040.68,559088.72,0,0
134,CASH_IN,275099.21,C1972509465,5844311.8,6119411.0,C1931882009,574127.16,299027.96,0,0
25,PAYMENT,15563.51,C1030782820,19248.0,3684.49,M611254598,0.0,0.0,0,0
20,PAYMENT,1100.26,C195539872,581.0,0.0,M1864114098,0.0,0.0,0,0
181,PAYMENT,18483.38,C531582613,0.0,0.0,M839600504,0.0,0.0,0,0
139,CASH_OUT,566033.62,C566787955,0.0,0.0,C531698413,3049814.23,3615847.84,0,0
20,CASH_OUT,25067.65,C7651758,0.0,0.0,C531615919,367526.29,392593.94,0,0
204,CASH_OUT,144528.64,C2065490795,363937.56,219408.91,C917803468,257365.76,401894.4,0,0
307,CASH_OUT,188904.88,C166118181,71221.0,0.0,C1167306354,457851.92,646756.8,0,0
397,PAYMENT,14933.46,C1723550594,123748.96,108815.5,M1839522445,0.0,0.0,0,0
376,CASH_OUT,712180.91,C2070413202,0.0,0.0,C1211019270,2436560.48,3148741.39,0,0
179,PAYMENT,8286.91,C212524555,86445.47,78158.56,M1221586624,0.0,0.0,0,0
96,DEBIT,1526.16,C1260320972,2130.0,603.84,C742861156,131196.72,132722.88,0,0
301,CASH_OUT,112710.54,C1297355109,0.0,0.0,C1617092149,227392.86,340103.4,0,0
273,CASH_IN,263561.16,C1342715653,16717.0,280278.16,C2034054159,63946.01,0.0,0,0
180,CASH_OUT,37891.64,C1250668520,52001.0,14109.36,C385864067,0.0,37891.64,0,0
544,PAYMENT,37358.06,C131708511,5297.0,0.0,M1671868769,0.0,0.0,0,0
233,CASH_IN,222391.31,C324301062,222899.7,445291.0,C227084820,831290.75,608899.44,0,0
485,CASH_OUT,1425802.24,C1247391276,1425802.24,0.0,C2010547624,3978784.16,5404586.4,1,0
236,PAYMENT,12899.87,C1420072429,547.0,0.0,M219518095,0.0,0.0,0,0
181,CASH_IN,49763.58,C659574644,1384846.48,1434610.06,C503457815,1790419.08,1740655.49,0,0
323,CASH_OUT,339156.5,C2099906501,0.0,0.0,C1562233777,352678.71,691835.21,0,0
321,CASH_IN,246703.34,C442825131,8850580.31,9097283.65,C2063052371,702429.87,455726.53,0,0
283,PAYMENT,8200.36,C1950935786,0.0,0.0,M506331639,0.0,0.0,0,0
274,CASH_OUT,117761.72,C975033822,0.0,0.0,C1506276829,1839603.02,1957364.75,0,0
208,PAYMENT,3554.87,C904484331,0.0,0.0,M1954389875,0.0,0.0,0,0
188,CASH_OUT,334425.41,C2063604715,31369.0,0.0,C769481350,0.0,334425.41,0,0
376,CASH_OUT,403100.84,C1367265272,163746.0,0.0,C515415963,20322.35,423423.2,0,0
544,CASH_OUT,412668.39,C84071102,412668.39,0.0,C1576697216,1445047.47,1857715.86,1,0
184,PAYMENT,31801.06,C642060923,4775.0,0.0,M287475317,0.0,0.0,0,0
44,CASH_OUT,267778.75,C1012281558,359172.0,91393.25,C870321261,1655881.27,1923660.02,0,0
131,CASH_IN,169006.4,C210508893,2751.0,171757.4,C1406230189,1325154.69,1540022.74,0,0
33,PAYMENT,23982.43,C577095544,0.0,0.0,M1756660380,0.0,0.0,0,0
162,PAYMENT,5285.14,C1377457725,106710.74,101425.6,M1764000632,0.0,0.0,0,0
351,CASH_OUT,315857.55,C1000074914,8851.85,0.0,C1191144101,9058353.64,9374211.19,0,0
203,PAYMENT,6309.82,C2033078401,75.0,0.0,M548596938,0.0,0.0,0,0
351,PAYMENT,7225.94,C185948120,0.0,0.0,M377119989,0.0,0.0,0,0
234,CASH_OUT,229932.79,C1819181637,0.0,0.0,C1752561914,764256.76,994189.55,0,0
35,CASH_IN,230312.53,C1746439356,4469740.24,4700052.77,C1161635904,1770835.09,1540522.56,0,0
23,PAYMENT,5113.43,C1444273867,93340.55,88227.11,M1009477592,0.0,0.0,0,0
156,CASH_OUT,298866.91,C1046797841,70272.0,0.0,C533886259,0.0,298866.91,0,0
346,CASH_OUT,85973.78,C971219777,171.0,0.0,C903470835,4395981.83,4481955.61,0,0
656,CASH_OUT,46291.81,C68542606,46291.81,0.0,C1411993803,799108.3,845400.11,1,0
331,PAYMENT,1630.45,C1785493824,654143.0,652512.55,M1082629523,0.0,0.0,0,0
519,CASH_OUT,1558.46,C1328326914,1558.46,0.0,C1112423132,1090398.04,1091956.51,1,0
42,CASH_IN,141723.09,C512006377,12480.0,154203.09,C423447749,10216.55,0.0,0,0
284,CASH_IN,13325.43,C1305646665,16429.0,29754.43,C1948502991,52758.9,39433.46,0,0
163,TRANSFER,1462247.76,C857169298,0.0,0.0,C1495816709,2193320.09,3655567.85,0,0
183,CASH_OUT,20216.31,C1631306340,0.0,0.0,C1510804559,110556.3,130772.61,0,0
21,PAYMENT,15622.3,C1937303732,10422.0,0.0,M2023031782,0.0,0.0,0,0
434,CASH_OUT,1307156.17,C1140455895,1307156.17,0.0,C1640699182,273026.12,1580182.28,1,0
163,CASH_OUT,7231.13,C744898547,1051.0,0.0,C1880967272,264352.68,306449.8,0,0
207,PAYMENT,70530.15,C1698714970,0.0,0.0,M697627195,0.0,0.0,0,0
472,CASH_OUT,2739869.62,C342873826,2739869.62,0.0,C1459518542,0.0,2739869.62,1,0
347,PAYMENT,32578.7,C2078454004,67320.71,34742.01,M1331582514,0.0,0.0,0,0
226,PAYMENT,57614.07,C2113228185,204955.0,147340.93,M778003616,0.0,0.0,0,0
468,CASH_OUT,1165187.89,C1626151700,1165187.89,0.0,C184686299,0.0,1165187.89,1,0
310,PAYMENT,17335.99,C368121082,11541.0,0.0,M1803048245,0.0,0.0,0,0
183,CASH_IN,336999.31,C506408326,7104968.45,7441967.76,C1417677510,2520037.03,2183037.71,0,0
500,CASH_IN,371628.37,C196186842,5664764.82,6036393.19,C844015279,518300.66,146672.29,0,0
159,PAYMENT,8915.09,C1115406012,57577.19,48662.1,M1946902873,0.0,0.0,0,0
178,CASH_IN,353215.95,C973925940,314422.16,667638.12,C62063625,1896152.88,1542936.93,0,0
181,PAYMENT,50303.98,C449918459,48908.0,0.0,M596723356,0.0,0.0,0,0
523,CASH_OUT,4623764.68,C201692865,4623764.68,0.0,C1546968291,0.0,4623764.68,1,0
576,TRANSFER,451399.66,C309402853,451399.66,0.0,C679039485,0.0,0.0,1,0
619,CASH_OUT,293470.64,C693010447,293470.64,0.0,C410437994,7670124.43,7963595.07,1,0
186,CASH_OUT,118241.35,C1958846838,90537.0,0.0,C1525574463,2713841.89,2832083.23,0,0
